"だいがく","college; university"
"<ruby>熱がある<rt>ねつがある</rt></ruby>","to have a fever"
"<ruby>のどが渇く<rt>のどがかわく</rt></ruby>","to become thirsty"
"<ruby>払う<rt>はらう</rt></ruby>","to pay <small>(～を)</small>"
"なくす","to lose <small>(～を)</small>"
"<ruby>興味がある<rt>きょうみがある</rt></ruby>","to be interested (in...) <small>(<em>topic</em> に)</small>"
"<ruby>せきが出る<rt>せきがでる</rt></ruby>","to cough"
"<ruby>別れる<rt>わかれる</rt></ruby>","to break up; to separate <small>(<em>person</em> と)</small>"
"<ruby>緊張する<rt>きんちょうする</rt></ruby>","to get nervous"
"<ruby>心配する<rt>しんぱいする</rt></ruby>","to worry"
"<ruby>昔<rt>むかし</rt></ruby>","old times"
"<ruby>昔話<rt>むかしばなし</rt></ruby>","old tale"
"<ruby>大昔<rt>おおむかし</rt></ruby>","ancient times"
"<ruby>昔々<rt>むかしむかし</rt></ruby>","once upon a time"
"<ruby>人々<rt>ひとびと</rt></ruby>","people"
"<ruby>時々<rt>ときどき</rt></ruby>","sometimes"
"<ruby>色々な<rt>いろいろな</rt></ruby>","various"
"<ruby>神さま<rt>かみさま</rt></ruby>","God"
"<ruby>神社<rt>じんじゃ</rt></ruby>","shrine"
"<ruby>神道<rt>しんとう</rt></ruby>","Shinto"
"<ruby>神戸市<rt>こうべし</rt></ruby>","Kobe City"
"<ruby>お大事に<rt>おだいじに</rt></ruby>","Get well soon."
"<ruby>元気がない<rt>げんきがない</rt></ruby>","don't look well"
"できるだけ","as much as possible"
"<ruby>多分<rt>たぶん</rt></ruby>","probably; maybe"
"もうすぐ","very soon; in a few moments/days"
"<ruby>初めて<rt>はじめて</rt></ruby>","for the first time"
"<ruby>二三日<rt>にさんにち</rt></ruby>","for two to three days"
"それに","moreover..."
"<ruby>同じ<rt>おなじ</rt></ruby>","same"
"<ruby>早い<rt>はやい</rt></ruby>","early"
"<ruby>早起きする<rt>はやおきする</rt></ruby>","to get up early"
"<ruby>早朝<rt>そうちょう</rt></ruby>","early morning"
"<ruby>起きる<rt>おきる</rt></ruby>","to get up"
"<ruby>起こす<rt>おこす</rt></ruby>","to wake someone up"
"<ruby>再起動<rt>さいきどう</rt></ruby>","reboot"
"<ruby>牛<rt>うし</rt></ruby>","cow"
"<ruby>牛乳<rt>ぎゅうにゅう</rt></ruby>","milk"
"<ruby>牛肉<rt>ぎゅうにく</rt></ruby>","beef"
"<ruby>子牛<rt>こうし</rt></ruby>","calf; veal"
"<ruby>下痢です。<rt>げりです。</rt></ruby>","I have diarrhea"
"<ruby>便秘です。<rt>べんぴです。</rt></ruby>","I am constipated."
"<ruby>生理です。<rt>せいりです。</rt></ruby>","I have my period."
"<ruby>花粉症です。<rt>かふんしょうです。</rt></ruby>","I have hay fever."
"（～に）アレルギーがあります。","I have an allergy to..."
"<ruby>虫歯があります。<rt>むしばがあります。</rt></ruby>","I have a bad tooth."
"<ruby>くしゃみが出ます。<rt>くしゃみがでます。</rt></ruby>","I sneeze."
"<ruby>鼻水が出ます。<rt>はなみずがでます。</rt></ruby>","I have a runny nose."
"<ruby>背中がかゆいです。<rt>せなかがかゆいです。</rt></ruby>","My back itches."
"<ruby>発疹があります。<rt>はっしんがあります。</rt></ruby>","I have rashes."
"めまいがします。","I feel dizzy."
"<ruby>吐きました。<rt>はきました。</rt></ruby>","I threw up."
"<ruby>気分が悪いです。<rt>きぶんがわるいです。</rt></ruby>","I am not feeling well."
"やけどをしました。","I burned myself."
"<ruby>足を骨折しました。<rt>あしをこっせつしました。</rt></ruby>","I broke my leg."
"けがをしました。","I hurt myself."
"<ruby>使う<rt>つかう</rt></ruby>","to use"
"<ruby>大使<rt>たいし</rt></ruby>","ambassador"
"<ruby>使用中<rt>しようちゅう</rt></ruby>","""Occupied"""
"<ruby>お使い<rt>おつかい</rt></ruby>","errand"
"<ruby>働く<rt>はたらく</rt></ruby>","to work"
"<ruby>共働き<rt>ともばたらき</rt></ruby>","both husband and wife working"
"<ruby>労働<rt>ろうどう</rt></ruby>","labor"
"<ruby>連れて帰る<rt>つれてかえる</rt></ruby>","to bring (a person) back"
"<ruby>国連<rt>こくれん</rt></ruby>","United Nations"
"<ruby>連休<rt>れんきゅう</rt></ruby>","consecutive holidays"
"<ruby>内科<rt>ないか</rt></ruby>","physician"
"<ruby>皮膚科<rt>ひふか</rt></ruby>","dermatologist"
"<ruby>外科<rt>げか</rt></ruby>","surgeon"
"<ruby>産婦人科<rt>さんふじんか</rt></ruby>","obstetrician and gynecologist"
"<ruby>整形外科<rt>せいけいげか</rt></ruby>","orthopedic surgeon"
"<ruby>眼科／目医者<rt>がんか／めいしゃ</rt></ruby>","ophthalmologist"
"<ruby>歯科／歯医者<rt>しか／はいしゃ</rt></ruby>","dentist"
"<ruby>耳鼻科<rt>じびか</rt></ruby>","otorhinolaryngologist; ENT doctor"
"<ruby>抗生物質<rt>こうせいぶっしつ</rt></ruby>","antibiotic"
"レントゲン","X-ray"
"<ruby>手術<rt>しゅじゅつ</rt></ruby>","operation"
"<ruby>注射<rt>ちゅうしゃ</rt></ruby>","injection"
"<ruby>体温計<rt>たいおんけい</rt></ruby>","thermometer"
"<ruby>点滴<rt>てんてき</rt></ruby>","intravenous feeding"
"<ruby>別れる<rt>わかれる</rt></ruby>","to separate"
"<ruby>別に<rt>べつに</rt></ruby>","not in particular"
"<ruby>特別な<rt>とくべつな</rt></ruby>","special"
"<ruby>差別<rt>さべつ</rt></ruby>","discrimination"
"<ruby>別々に<rt>べつべつに</rt></ruby>","separately"
"<ruby>一度<rt>いちど</rt></ruby>","once"
"<ruby>今度<rt>こんど</rt></ruby>","near future"
"<ruby>温度<rt>おんど</rt></ruby>","temperature"
"<ruby>三十度<rt>さんじゅうど</rt></ruby>","30 degrees"
"<ruby>態度<rt>たいど</rt></ruby>","attitude"
"<ruby>赤<rt>あか</rt></ruby>","red color"
"<ruby>赤い<rt>あかい</rt></ruby>","red"
"<ruby>赤ちゃん<rt>あかちゃん</rt></ruby>","baby"
"<ruby>赤道<rt>せきどう</rt></ruby>","the equator"
"<ruby>赤十字<rt>せきじゅうじ</rt></ruby>","the Red Cross"
"<ruby>青<rt>あお</rt></ruby>","blue color"
"<ruby>青い<rt>あおい</rt></ruby>","blue"
"<ruby>青年<rt>せいねん</rt></ruby>","youth"
"<ruby>青空<rt>あおぞら</rt></ruby>","blue sky"
"<ruby>青信号<rt>あおしんごう</rt></ruby>","green light"
"<ruby>色<rt>いろ</rt></ruby>","color"
"<ruby>色々な<rt>いろいろな</rt></ruby>","various"
"<ruby>景色<rt>けしき</rt></ruby>","scenery"
"<ruby>特色<rt>とくしょく</rt></ruby>","characteristic"
"<ruby>大人<rt>おとな</rt></ruby>","adult"
"<ruby>弁護士<rt>べんごし</rt></ruby>","lawyer"
"<ruby>私<rt>わたくし</rt></ruby>","I (formal)"
"カレー","curry"
"<ruby>紅茶<rt>こうちゃ</rt></ruby>","black tea"
"<ruby>着物<rt>きもの</rt></ruby>","kimono; Japanese traditional dress"
"セーター","sweater"
"<ruby>楽器<rt>がっき</rt></ruby>","musical instrument"
"<ruby>空手<rt>からて</rt></ruby>","karate"
"ゴルフ","golf"
"バイク","motorcycle"
"<ruby>象<rt>ぞう</rt></ruby>","elephant"
"<ruby>体<rt>からだ</rt></ruby>","body"
"<ruby>外国語<rt>がいこくご</rt></ruby>","foreign language"
"<ruby>言葉<rt>ことば</rt></ruby>","language"
"<ruby>文法<rt>ぶんぽう</rt></ruby>","grammar"
"アプリ","application"
"アパート","apartment; smaller apartment building"
"マンション","larger apartment building; condominium"
"<ruby>空港<rt>くうこう</rt></ruby>","airport"
"<ruby>店<rt>みせ</rt></ruby>","shop; store"
"<ruby>物価<rt>ぶっか</rt></ruby>","(consumer) prices"
"<ruby>広告<rt>こうこく</rt></ruby>","advertisement"
"<ruby>募集<rt>ぼしゅう</rt></ruby>","recruitment"
"<ruby>約束<rt>やくそく</rt></ruby>","promise; appointment"
"うれしい","glad"
"<ruby>悲しい<rt>かなしい</rt></ruby>","sad"
"<ruby>厳しい<rt>きびしい</rt></ruby>","strict"
"<ruby>気分が悪い<rt>きぶんがわるい</rt></ruby>","to feel sick"
"<ruby>辛い<rt>からい</rt></ruby>","hot and spicy; salty"
"すごい","incredible; awesome"
"<ruby>近い<rt>ちかい</rt></ruby>","close; near"
"いろいろ（な）","various; different kinds of"
"<ruby>幸せ<rt>しあわせ（な）</rt></ruby>","happy (lasting happiness)"
"だめ（な）","no good"
"<ruby>編む<rt>あむ</rt></ruby>","to knit <small>(<em>～を</em>)</small>"
"<ruby>頑張る<rt>がんばる</rt></ruby>","to do one's best; to try hard"
"<ruby>泣く<rt>なく</rt></ruby>","to cry"
"<ruby>磨く<rt>みがく</rt></ruby>","to brush (teeth); to polish <small>(<em>～を</em>)</small>"
"<ruby>約束を守る<rt>やくそくをまもる</rt></ruby>","to keep a promise"
"<ruby>感動する<rt>かんどうする</rt></ruby>","to be moved/touched (by...) <small>(<em>～に</em>)</small>"
"<ruby>食べ物<rt>たべもの</rt></ruby>","food"
"<ruby>飲み物<rt>のみもの</rt></ruby>","drink"
"<ruby>物<rt>もの</rt></ruby>","things"
"<ruby>買い物<rt>かいもの</rt></ruby>","shopping"
"<ruby>動物<rt>どうぶつ</rt></ruby>","animal"
"<ruby>物価<rt>ぶっか</rt></ruby>","commodity prices"
"<ruby>鳥<rt>とり</rt></ruby>","bird"
"<ruby>焼き鳥<rt>やきとり</rt></ruby>","grilled chicken"
"<ruby>白鳥<rt>はくちょう</rt></ruby>","swan"
"<ruby>料理<rt>りょうり</rt></ruby>","cooking"
"<ruby>料金<rt>りょうきん</rt></ruby>","charge"
"<ruby>授業料<rt>じゅぎょうりょう</rt></ruby>","tuition"
"<ruby>給料<rt>きゅうりょう</rt></ruby>","salary"
"<ruby>～回<rt>～かい</rt></ruby>","...times"
"～キロ","...kilometers; ...kilograms"
"<ruby>全部<rt>ぜんぶ</rt></ruby>","all"
"<ruby>～と申します<rt>～ともうします</rt></ruby>","my name is..."
"<ruby>特に<rt>とくに</rt></ruby>","especially"
"<ruby>料理<rt>りょうり</rt></ruby>","cooking"
"<ruby>理由<rt>りゆう</rt></ruby>","reason"
"<ruby>地理<rt>ちり</rt></ruby>","geography"
"<ruby>無理な<rt>むりな</rt></ruby>","impossible"
"<ruby>特に<rt>とくに</rt></ruby>","especially"
"<ruby>特別な<rt>とくべつな</rt></ruby>","special"
"<ruby>特徴<rt>とくちょう</rt></ruby>","characteristic"
"<ruby>特急<rt>とっきゅう</rt></ruby>","super express"
"<ruby>安い<rt>やすい</rt></ruby>","cheap"
"<ruby>安全な<rt>あんぜんな</rt></ruby>","safe"
"<ruby>安心<rt>あんしん</rt></ruby>","relief"
"<ruby>不安な<rt>ふあんな</rt></ruby>","anxious; worried"
"<ruby>一日<rt>いちにち</rt></ruby>","one day"
"<ruby>二日<rt>ふつか</rt></ruby>","two days"
"<ruby>三日<rt>みっか</rt></ruby>","three days"
"<ruby>四日<rt>よっか</rt></ruby>","four days"
"<ruby>五日<rt>いつか</rt></ruby>","five days"
"<ruby>六日<rt>むいか</rt></ruby>","six days"
"<ruby>七日<rt>なのか</rt></ruby>","seven days"
"<ruby>八日<rt>ようか</rt></ruby>","eight days"
"<ruby>九日<rt>ここのか</rt></ruby>","nine days"
"<ruby>十日<rt>とおか</rt></ruby>","ten days"
"<ruby>ご飯<rt>ごはん</rt></ruby>","rice; meal"
"<ruby>朝ご飯<rt>あさごはん</rt></ruby>","breakfast"
"<ruby>昼ご飯<rt>ひるごはん</rt></ruby>","lunch"
"<ruby>晩ご飯<rt>ばんごはん</rt></ruby>","dinner"
"<ruby>肉<rt>にく</rt></ruby>","meat"
"<ruby>牛肉<rt>ぎゅうにく</rt></ruby>","beef"
"<ruby>豚肉<rt>ぶたにく</rt></ruby>","pork"
"<ruby>肉屋<rt>にくや</rt></ruby>","meat shop"
"<ruby>筋肉<rt>きんにく</rt></ruby>","muscle"
"<ruby>悪い<rt>わるい</rt></ruby>","bad"
"<ruby>気分が悪い<rt>きぶんがわるい</rt></ruby>","to feel sick"
"<ruby>最悪<rt>さいあく</rt></ruby>","the worst"
"<ruby>悪魔<rt>あくま</rt></ruby>","devil"
"<ruby>口座<rt>こうざ</rt></ruby>","account"
"<ruby>手数料<rt>てすうりょう</rt></ruby>","commission"
"キャッシュカード","bank card"
"<ruby>通帳<rt>つうちょう</rt></ruby>","passbook"
"<ruby>預金<rt>よきん</rt></ruby>","savings"
"<ruby>金額<rt>きんがく</rt></ruby>","amount"
"<ruby>暗証番号<rt>あんしょうばんごう</rt></ruby>","personal identification number"
"<ruby>現金<rt>げんきん</rt></ruby>","cash"
"<ruby>両替<rt>りょうがえ</rt></ruby>","money exchange"
"<ruby>お預け入れ<rt>おあずけいれ</rt></ruby>","deposit"
"<ruby>お引き出し<rt>おひきだし</rt></ruby>","withdrawal"
"<ruby>通帳記入<rt>つうちょうきにゅう</rt></ruby>","passbook update"
"<ruby>お振込<rt>おふりこみ</rt></ruby>","bank transfer"
"クレジットカード","credit card"
"<ruby>残高照会<rt>ざんだかしょうかい</rt></ruby>","balance inquiry"
"<ruby>体<rt>からだ</rt></ruby>","body"
"<ruby>体重<rt>たいじゅう</rt></ruby>","body weight"
"<ruby>体操<rt>たいそう</rt></ruby>","gymnastics; physical exercises"
"<ruby>同じ<rt>おなじ</rt></ruby>","the same"
"<ruby>同僚<rt>どうりょう</rt></ruby>","coworker"
"<ruby>同級生<rt>どうきゅうせい</rt></ruby>","classmate"
"<ruby>同時<rt>どうじ</rt></ruby>","same time"
"<ruby>着く<rt>つく</rt></ruby>","to arrive"
"<ruby>着る<rt>きる</rt></ruby>","to wear"
"<ruby>着物<rt>きもの</rt></ruby>","kimono"
"<ruby>水着<rt>みずぎ</rt></ruby>","swimwear"
"<ruby>大阪着<rt>おおさかちゃく</rt></ruby>","arriving at Osaka"
"<ruby>空港<rt>くうこう</rt></ruby>","airport"
"<ruby>空気<rt>くうき</rt></ruby>","air"
"<ruby>空<rt>そら</rt></ruby>","sky"
"<ruby>空く<rt>あく</rt></ruby>","to be vacant"
"<ruby>空手<rt>からて</rt></ruby>","karate"
"<ruby>口座を開きたいんですが。<rt>こうざをひらきたいんですが。</rt></ruby>","I would like to open an account."
"<ruby>口座を閉じたいんですが。<rt>こうざをとじたいんですが。</rt></ruby>","I would like to close an account."
"<ruby>ドルを円にかえてください。<rt>ドルを円にかえてください。</rt></ruby>","Please change dollars into yen."
"<ruby>口座にお金を振り込みたいんですが。<rt>こうざにおかねをふりこみたいんですが。</rt></ruby>","I would like to deposit money into the account."
"<ruby>一万円札を千円札十枚に両替できますか。<rt>いちまんえんさつをせんえんさつじゅうまいにりょうがえできますか。</rt></ruby>","Can you change a 10,000-yen bill into ten 1,000-yen bills?"
"<ruby>お金をおろします。<rt>おかねをおろします。</rt></ruby>","I will withdraw money."
"<ruby>空港<rt>くうこう</rt></ruby>","airport"
"<ruby>神戸港<rt>こうべこう</rt></ruby>","Kobe Port"
"<ruby>港<rt>みなと</rt></ruby>","port"
"<ruby>香港<rt>ほんこん</rt></ruby>","Hong Kong"
"<ruby>昼<rt>ひる</rt></ruby>","noon; daytime"
"<ruby>昼ご飯<rt>ひるごはん</rt></ruby>","lunch"
"<ruby>昼寝<rt>ひるね</rt></ruby>","nap"
"<ruby>昼休み<rt>ひるやすみ</rt></ruby>","lunch break"
"<ruby>昼食<rt>ちゅうしょく</rt></ruby>","lunch (formal)"
"<ruby>海<rt>うみ</rt></ruby>","sea"
"<ruby>日本海<rt>にほんかい</rt></ruby>","the Japan Sea"
"<ruby>海外<rt>かいがい</rt></ruby>","overseas"
"<ruby>海岸<rt>かいがん</rt></ruby>","coast"
"<ruby>北海道<rt>ほっかいどう</rt></ruby>","Hokkaido"
"<ruby>奥さん<rt>おくさん</rt></ruby>","(your/someone's) wife"
"<ruby>ご主人<rt>ごしゅじん</rt></ruby>","(your/someone's) husband"
"パートナー","partner"
"おじさん","uncle; middle-aged man"
"おばさん","aunt; middle-aged woman"
"<ruby>両親<rt>りょうしん</rt></ruby>","parents"
"<ruby>大家さん<rt>おおやさん</rt></ruby>","landlord; landlady"
"<ruby>皆さん<rt>みなさん</rt></ruby>","everyone; all of you"
"チョコレート","chocolate"
"みかん","mandarin orange"
"トレーナー","sweatshirt"
"シャツ","shirt"
"ネクタイ","necktie"
"マフラー","winter scarf"
"<ruby>指輪<rt>ゆびわ</rt></ruby>","ring"
"<ruby>鉛筆<rt>えんぴつ</rt></ruby>","pencil"
"ぬいぐるみ","stuffed animal (e.g. teddy bear)"
"<ruby>漫画<rt>まんが</rt></ruby>","comic book"
"<ruby>化粧品<rt>けしょうひん</rt></ruby>","cosmetics"
"ラジオ","radio"
"<ruby>お皿<rt>おさら</rt></ruby>","plate; dish"
"<ruby>お返し<rt>おかえし</rt></ruby>","return (as a token of gratitude)"
"<ruby>履歴書<rt>りれきしょ</rt></ruby>","resume; résumé"
"クリスマス","Christmas"
"バレンタインデー","Valentine's Day"
"ホワイトデー","White Day"
"<ruby>欲しい<rt>ほしい</rt></ruby>","to want <small>(<em>thing</em> が)</small>"
"おしゃれ（な）","fashionable; stylish"
"けち（な）","stingy; cheap"
"<ruby>送る<rt>おくる</rt></ruby>","to send <small>(<em>person</em> に <em>thing</em> を)</small>"
"<ruby>似合う<rt>にあう</rt></ruby>","to look good (on somebody) <small>(<em>thing</em> が)</small>"
"あきらめる","to give up <small>(～を)</small>"
"あげる","to give (to others) <small>(<em>person</em> に <em>thing</em> を)</small>"
"くれる","to give (me) <small>(<em>person</em> に <em>thing</em> を)</small>"
"できる","to come into existence; to be made <small>(～が)</small>"
"<ruby>相談する<rt>そうだんする</rt></ruby>","to consult <small>(<em>person</em> に)</small>"
"<ruby>注意する<rt>ちゅういする</rt></ruby>","to give warning <small>(<em>person</em> に)</small>; to watch out <small>(～に)</small>"
"プロポーズする","to propose marriage <small>(<em>person</em> に)</small>"
"<ruby>～君<rt>～くん</rt></ruby>","Mr./Ms... (casual)"
"～たち","[makes a noun plural]"
"<ruby>私たち<rt>わたしたち</rt></ruby>","we"
"こんな～","...like this; this kind of..."
"<ruby>急に<rt>きゅうに</rt></ruby>","suddenly"
"ちょうど","exactly"
"よく","well"
"さあ","I am not sure..."
"どうしたらいい","what should one do"
"<ruby>彼<rt>かれ</rt></ruby>","he; boyfriend"
"<ruby>彼女<rt>かのじょ</rt></ruby>","she; girlfriend"
"<ruby>彼ら<rt>かれら</rt></ruby>","they"
"<ruby>彼氏<rt>かれし</rt></ruby>","boyfriend"
"<ruby>時代<rt>じだい</rt></ruby>","age; era"
"<ruby>電気代<rt>でんきだい</rt></ruby>","electricity fee"
"<ruby>九十年代<rt>きゅうじゅうねんだい</rt></ruby>","90's"
"<ruby>十代<rt>じゅうだい</rt></ruby>","in one's teens"
"<ruby>代わりに<rt>かわりに</rt></ruby>","instead"
"<ruby>留学生<rt>りゅうがくせい</rt></ruby>","international students"
"<ruby>留学する<rt>りゅうがくする</rt></ruby>","to study abroad"
"<ruby>留守<rt>るす</rt></ruby>","absence; not home"
"<ruby>～個<rt>～こ</rt></ruby>","[generic counter for smaller items]"
"<ruby>～冊<rt>～さつ</rt></ruby>","[counter for bound volumes]"
"<ruby>～台<rt>～だい</rt></ruby>","[counter for equipment]"
"<ruby>～匹<rt>～ひき</rt></ruby>","[counter for smaller animals]"
"<ruby>～本<rt>～ほん</rt></ruby>","[counter for long objects]"
"<ruby>～枚<rt>～まい</rt></ruby>","[counter for flat objects]"
"<ruby>家族<rt>かぞく</rt></ruby>","family"
"<ruby>民族<rt>みんぞく</rt></ruby>","race; ethnic group"
"<ruby>水族館<rt>すいぞくかん</rt></ruby>","aquarium"
"<ruby>王族<rt>おうぞく</rt></ruby>","member of royalty"
"<ruby>父親<rt>ちちおや</rt></ruby>","father"
"<ruby>親切な<rt>しんせつな</rt></ruby>","kind"
"<ruby>親友<rt>しんゆう</rt></ruby>","best friend"
"<ruby>両親<rt>りょうしん</rt></ruby>","parents"
"<ruby>親しい<rt>したしい</rt></ruby>","intimate"
"<ruby>母親<rt>ははおや</rt></ruby>","mother"
"<ruby>切る<rt>きる</rt></ruby>","to cut"
"<ruby>切符<rt>きっぷ</rt></ruby>","ticket"
"<ruby>切手<rt>きって</rt></ruby>","postage stamp"
"<ruby>大切な<rt>たいせつな</rt></ruby>","precious"
"<ruby>英語<rt>えいご</rt></ruby>","English language"
"<ruby>英国<rt>えいこく</rt></ruby>","United Kingdom"
"<ruby>英会話<rt>えいかいわ</rt></ruby>","English conversation"
"<ruby>英雄<rt>えいゆう</rt></ruby>","hero"
"<ruby>店<rt>みせ</rt></ruby>","shop"
"<ruby>店員<rt>てんいん</rt></ruby>","store clerk"
"<ruby>売店<rt>ばいてん</rt></ruby>","stall; kiosk"
"<ruby>書店<rt>しょてん</rt></ruby>","book store"
"<ruby>店長<rt>てんちょう</rt></ruby>","store manager"
"<ruby>去年<rt>きょねん</rt></ruby>","last year"
"<ruby>過去<rt>かこ</rt></ruby>","the past"
"<ruby>去る<rt>さる</rt></ruby>","to leave"
"<ruby>消去する<rt>しょうきょする</rt></ruby>","to erase"
"<ruby>急に<rt>きゅうに</rt></ruby>","suddenly"
"<ruby>急ぐ<rt>いそぐ</rt></ruby>","to hurry"
"<ruby>急行<rt>きゅうこう</rt></ruby>","express train"
"<ruby>特急<rt>とっきゅう</rt></ruby>","super express"
"<ruby>乗る<rt>のる</rt></ruby>","to ride"
"<ruby>乗り物<rt>のりもの</rt></ruby>","vehicle"
"<ruby>乗車<rt>じょうしゃ</rt></ruby>","riding a car"
"<ruby>乗馬<rt>じょうば</rt></ruby>","horseback riding"
"<ruby>本当に<rt>ほんとうに</rt></ruby>","really"
"<ruby>お弁当<rt>おべんとう</rt></ruby>","lunch box"
"<ruby>当時<rt>とうじ</rt></ruby>","at that time"
"<ruby>当たる<rt>あたる</rt></ruby>","to hit"
"<ruby>音楽<rt>おんがく</rt></ruby>","music"
"<ruby>発音<rt>はつおん</rt></ruby>","pronunciation"
"<ruby>音<rt>おと</rt></ruby>","sound"
"<ruby>本音<rt>ほんね</rt></ruby>","real intention"
"<ruby>楽しい<rt>たのしい</rt></ruby>","fun"
"<ruby>楽器<rt>がっき</rt></ruby>","musical instrument"
"<ruby>楽な<rt>らくな</rt></ruby>","easy; comfortable"
"<ruby>医者<rt>いしゃ</rt></ruby>","doctor"
"<ruby>歯医者<rt>はいしゃ</rt></ruby>","dentist"
"<ruby>医学<rt>いがく</rt></ruby>","medical science"
"<ruby>医院<rt>いいん</rt></ruby>","clinic"
"<ruby>学者<rt>がくしゃ</rt></ruby>","scholar"
"<ruby>読者<rt>どくしゃ</rt></ruby>","reader"
"<ruby>若者<rt>わかもの</rt></ruby>","young people"
"<ruby>忍者<rt>にんじゃ</rt></ruby>","ninja"
"<ruby>外国人<rt>がいこくじん</rt></ruby>","foreigner"
"そば","soba; Japanese buckwheat noodles"
"<ruby>絵<rt>え</rt></ruby>","painting; picture; drawing"
"<ruby>地図<rt>ちず</rt></ruby>","map"
"<ruby>辞書<rt>じしょ</rt></ruby>","dictionary"
"<ruby>家具<rt>かぐ</rt></ruby>","furniture"
"<ruby>電池<rt>でんち</rt></ruby>","battery"
"ジャケット","jacket"
"ペット","pet"
"<ruby>割引券<rt>わりびきけん</rt></ruby>","discount coupon"
"インターネット","internet"
"<ruby>地震<rt>じしん</rt></ruby>","earthquake"
"<ruby>保険<rt>ほけん</rt></ruby>","insurance"
"<ruby>税金<rt>ぜいきん</rt></ruby>","tax"
"<ruby>教室<rt>きょうしつ</rt></ruby>","classroom"
"<ruby>建物<rt>たてもの</rt></ruby>","building"
"プール","swimming pool"
"<ruby>映画館<rt>えいがかん</rt></ruby>","movie theater"
"<ruby>旅館<rt>りょかん</rt></ruby>","Japanese inn"
"<ruby>庭<rt>にわ</rt></ruby>","garden"
"ボランティア","volunteer"
"<ruby>活動<rt>かつどう</rt></ruby>","activity"
"<ruby>経験<rt>けいけん</rt></ruby>","experience"
"<ruby>習慣<rt>しゅうかん</rt></ruby>","custom"
"<ruby>締め切り<rt>しめきり</rt></ruby>","deadline"
"<ruby>予定<rt>よてい</rt></ruby>","schedule; plan"
"<ruby>卒業式<rt>そつぎょうしき</rt></ruby>","graduation ceremony"
"<ruby>結婚式<rt>けっこんしき</rt></ruby>","wedding"
"<ruby>売る<rt>うる</rt></ruby>","to sell <small>(～を)</small>"
"<ruby>下ろす<rt>おろす</rt></ruby>","to withdraw (money) <small>(～を)</small>"
"<ruby>描く<rt>かく</rt></ruby>","to draw; to paint <small>(～を)</small>"
"<ruby>探す<rt>さがす</rt></ruby>","to look for <small>(～を)</small>"
"<ruby>誘う<rt>さそう</rt></ruby>","to invite <small>(～を)</small>"
"しゃべる","to chat"
"<ruby>付き合う<rt>つきあう</rt></ruby>","to date (someone) <small>(<em>person</em> と)</small>; to keep company <small>(<em>purpose</em> に)</small>"
"<ruby>着く<rt>つく</rt></ruby>","to arrive <small>(<em>place</em> に)</small>"
"<ruby>保険に入る<rt>ほけんにはいる</rt></ruby>","to buy insurance"
"<ruby>気をつける<rt>きをつける</rt></ruby>","to be cautious/careful <small>(～に)</small>"
"<ruby>調べる<rt>しらべる</rt></ruby>","to look into (a matter) <small>(<em>matter</em> を)</small>"
"<ruby>見える<rt>みえる</rt></ruby>","to be visible <small>(～が)</small>"
"する","to decide on (an item) <small>(<em>item</em> に)</small>"
"<ruby>観光する<rt>かんこうする</rt></ruby>","to do sightseeing"
"<ruby>予約する<rt>よやくする</rt></ruby>","to reserve <small>(～を)</small>"
"<ruby>参加する<rt>さんかする</rt></ruby>","to participate <small>(～に)</small>"
"<ruby>卒業する<rt>そつぎょうする</rt></ruby>","to graduate (from...) <small>(<em>school</em> を)</small>"
"<ruby>発表する<rt>はっぴょうする</rt></ruby>","to make a presentation; to make public"
"<ruby>死ぬ<rt>しぬ</rt></ruby>","to die"
"<ruby>死<rt>し</rt></ruby>","death"
"<ruby>必死<rt>ひっし</rt></ruby>","desperate"
"<ruby>死者<rt>ししゃ</rt></ruby>","the dead"
"<ruby>意味<rt>いみ</rt></ruby>","meaning"
"<ruby>注意する<rt>ちゅういする</rt></ruby>","to watch out"
"<ruby>意見<rt>いけん</rt></ruby>","opinion"
"<ruby>用意する<rt>よういする</rt></ruby>","to prepare"
"<ruby>趣味<rt>しゅみ</rt></ruby>","hobby"
"<ruby>興味<rt>きょうみ</rt></ruby>","interest"
"<ruby>味噌<rt>みそ</rt></ruby>","soybean paste"
"<ruby>味<rt>あじ</rt></ruby>","taste"
"～けど","...,but; ...,so"
"<ruby>～目<rt>～め</rt></ruby>","-th"
"<ruby>一日目<rt>いちにちめ</rt></ruby>","first day"
"<ruby>一日中<rt>いちにちじゅう</rt></ruby>","all day long"
"<ruby>最近<rt>さいきん</rt></ruby>","recently"
"<ruby>もう一度<rt>もういちど</rt></ruby>","one more time"
"<ruby>楽しみです<rt>たのしみです</rt></ruby>","cannot wait; to look forward to it"
"<ruby>～番<rt>～ばん</rt></ruby>","number..."
"<ruby>注意する<rt>ちゅういする</rt></ruby>","to watch out"
"<ruby>注文する<rt>ちゅうもんする</rt></ruby>","to order"
"<ruby>注ぐ<rt>そそぐ</rt></ruby>","to pour"
"<ruby>夏<rt>なつ</rt></ruby>","summer"
"<ruby>夏休み<rt>なつやすみ</rt></ruby>","summer vacation"
"<ruby>初夏<rt>しょか</rt></ruby>","early summer"
"<ruby>魚<rt>さかな</rt></ruby>","fish"
"<ruby>魚屋<rt>さかなや</rt></ruby>","fish shop"
"<ruby>金魚<rt>きんぎょ</rt></ruby>","gold fish"
